Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"Reliance Industries","https://scanx.trade/company/reliance-industries-ltd","1,358.00","-2.58%","1,375.50","2,37,28,722","18,37,709.78","19.30","9.94","1,611.80","1,114.85","-1.63%","-13.14%","12.50%","26.34%","42.35%","2.15","0.39%","8.54%","8.71%","101.61","1,458.65","1,450.15","35.11","78.00%","91.00%"
"HDFC Bank","https://scanx.trade/company/hdfc-bank-ltd","879.40","-0.94%","876.20","3,83,78,924","13,52,919.72","17.64","9.58","1,020.50","835.03","-5.07%","-12.89%","3.42%","10.41%","12.82%","2.44","1.23%","13.93%","6.38%","89.49","940.88","973.50","29.48","78.00%","91.00%"
"State Bank of India","https://scanx.trade/company/state-bank-of-india-ltd","1,189.90","-0.98%","1,185.00","1,62,70,835","10,98,351.19","12.82","10.53","1,234.70","680.00","12.98%","22.31%","69.04%","125.49%","201.28%","1.96","1.28%","15.83%","5.57%","81.94","1,076.99","913.15","61.38","78.00%","91.00%"
"Bharti Airtel","https://scanx.trade/company/bharti-airtel-ltd","1,873.20","-0.32%","1,850.10","1,17,85,758","10,68,118.37","28.93","-11.26","2,174.50","1,559.50","-5.08%","-11.46%","13.50%","148.80%","258.58%","9.10","0.87%","8.11%","18.01%","21.42","2,021.52","1,976.32","29.90","78.00%","91.00%"
"ICICI Bank","https://scanx.trade/company/icici-bank-ltd","1,374.00","-0.36%","1,355.00","1,69,28,683","9,82,436.35","17.44","9.58","1,500.00","1,200.10","0.93%","-1.31%","12.40%","60.44%","125.86%","2.88","0.79%","16.67%","6.13%","64.38","1,384.06","1,403.39","44.44","78.00%","91.00%"
"Tata Consultancy Services","https://scanx.trade/company/tcs-tata-consultancy-services-ltd","2,613.50","-0.91%","2,592.00","33,74,385","9,45,587.17","19.89","25.51","3,710.00","2,561.30","-17.24%","-16.68%","-27.65%","-21.56%","-10.63%","9.02","4.78%","50.48%","62.02%","131.54","3,043.44","3,151.91","28.63","78.00%","91.00%"
"Bajaj Finance","https://scanx.trade/company/bajaj-finance-ltd","978.25","-1.77%","971.00","84,93,269","6,08,714.29","33.84","30.18","1,102.50","821.13","6.95%","-5.37%","12.37%","57.92%","85.74%","6.01","0.56%","18.84%","10.98%","241.14","976.75","967.86","45.24","76.00%","89.66%"
"Larsen & Toubro","https://scanx.trade/company/lt-larsen-toubro-ltd","4,066.70","-4.95%","4,061.00","65,42,141","5,59,407.47","31.03","-10.64","4,440.00","2,965.30","7.36%","-0.36%","26.71%","92.40%","176.11%","5.81","0.79%","15.18%","18.71%","96.60","4,064.52","3,811.46","43.80","76.00%","91.00%"
"Hindustan Unilever","https://scanx.trade/company/hindustan-unilever-ltd","2,320.60","-0.75%","2,303.00","22,73,224","5,45,246.15","37.79","42.65","2,705.09","2,101.12","-3.34%","-3.78%","5.09%","-4.42%","10.06%","11.28","2.27%","19.99%","23.38%","43.99","2,358.31","2,406.21","44.44","78.00%","91.00%"
"LIC of India","https://scanx.trade/company/lic-of-india-ltd","841.95","-0.88%","824.00","13,33,185","5,32,533.18","10.14","30.18","980.00","715.30","4.23%","-6.48%","13.61%","48.30%","-3.80%","3.79","1.41%","49.36%","0.87%","66.13","847.28","888.65","43.34","76.00%","87.50%"
"Infosys","https://scanx.trade/company/infosys-ltd","1,288.90","-0.86%","1,291.00","97,00,361","5,22,600.54","18.83","25.51","1,775.85","1,264.10","-23.40%","-17.72%","-26.95%","-14.60%","1.73%","7.05","3.39%","29.67%","35.85%","64.20","1,547.33","1,538.10","23.52","78.00%","89.80%"
"Maruti Suzuki","https://scanx.trade/company/maruti-suzuki-ltd","14,388.00","-3.16%","14,407.00","6,03,744","4,52,362.42","31.31","49.59","17,370.00","11,059.45","-5.62%","-9.53%","16.21%","66.68%","105.10%","4.69","0.91%","15.75%","19.54%","467.71","15,672.28","14,687.35","34.64","78.00%","91.00%"
"Axis Bank","https://scanx.trade/company/axis-bank-ltd","1,372.30","-0.84%","1,369.10","51,32,511","4,26,028.96","16.28","9.58","1,418.30","992.00","4.29%","6.60%","34.98%","60.63%","88.36%","2.09","0.07%","16.77%","6.50%","86.46","1,313.73","1,209.51","55.58","78.00%","91.00%"
"Sun Pharmaceutical","https://scanx.trade/company/sun-pharmaceutical-ltd","1,752.50","0.89%","1,712.00","39,19,270","4,20,483.45","38.07","4.41","1,851.20","1,548.00","6.93%","-3.19%","6.37%","81.60%","189.93%","5.36","0.92%","14.38%","18.92%","43.95","1,703.87","1,687.86","58.54","78.00%","91.00%"
"Mahindra & Mahindra","https://scanx.trade/company/mahindra-mahindra-ltd","3,334.30","-1.86%","3,299.90","29,97,529","4,14,629.82","25.01","49.59","3,839.90","2,425.00","-1.74%","-9.42%","22.29%","165.17%","306.89%","5.10","0.72%","15.83%","15.04%","88.80","3,573.58","3,428.48","35.26","76.00%","89.72%"
"Kotak Bank","https://scanx.trade/company/kotak-mahindra-bank-ltd","413.10","-0.51%","410.00","1,52,36,666","4,10,848.31","21.97","9.58","460.38","378.78","1.08%","-2.12%","6.06%","19.67%","11.93%","2.46","0.12%","13.83%","6.51%","93.78","424.16","419.74","42.04","78.00%","91.00%"
"ITC","https://scanx.trade/company/itc-ltd","314.90","0.41%","307.00","2,21,94,311","3,94,530.80","11.11","16.66","444.20","302.00","-1.18%","-22.11%","-21.59%","-12.91%","60.88%","5.53","4.57%","27.71%","36.57%","16.36","338.64","393.59","39.32","78.00%","91.00%"
"Titan","https://scanx.trade/company/titan-ltd","4,270.30","-1.32%","4,288.80","7,70,589","3,79,111.32","80.63","68.91","4,378.40","2,925.00","6.84%","9.40%","32.49%","77.86%","194.07%","30.01","0.25%","37.22%","36.95%","38.91","4,127.77","3,739.02","57.04","78.00%","91.00%"
"HCL Technologies","https://scanx.trade/company/hcl-technologies-ltd","1,371.00","-1.30%","1,351.00","20,88,938","3,72,043.48","22.90","25.51","1,780.10","1,302.75","-20.30%","-15.84%","-15.85%","26.48%","47.36%","5.29","4.32%","23.01%","30.84%","60.53","1,596.24","1,574.29","28.14","76.00%","90.33%"
"UltraTech Cement","https://scanx.trade/company/ultratech-cement-ltd","12,521.00","-1.23%","12,375.00","2,37,506","3,68,967.79","48.76","229.13","13,110.00","10,047.85","-0.54%","7.78%","19.85%","74.23%","96.71%","5.19","0.61%","11.62%","9.06%","243.84","12,420.30","12,129.08","43.85","78.00%","91.00%"
"NTPC","https://scanx.trade/company/ntpc-ltd","377.55","-1.14%","365.00","1,47,32,253","3,66,097.63","14.92","33.90","388.55","306.55","9.53%","15.34%","19.59%","119.00%","248.13%","1.93","2.19%","12.31%","9.85%","22.08","351.90","338.83","61.38","76.00%","91.00%"
"Oil & Natural Gas Corporation","https://scanx.trade/company/oil-natural-gas-corporation-ltd","282.20","0.89%","288.00","6,58,43,426","3,55,015.48","7.83","-461.82","282.50","205.00","13.81%","15.66%","22.16%","81.77%","141.09%","0.96","4.38%","15.64%","11.31%","36.35","255.12","245.83","64.44","76.00%","89.30%"
"Adani Ports & SEZ","https://scanx.trade/company/adani-ports-sez-ltd","1,470.30","-3.33%","1,462.00","42,07,514","3,38,751.11","28.04","33.88","1,584.00","1,036.50","7.80%","-2.57%","36.27%","161.62%","112.20%","4.16","0.43%","15.69%","13.60%","46.34","1,478.24","1,436.45","44.27","75.01%","80.00%"
"Bharat Electronics","https://scanx.trade/company/bharat-electronics-ltd","453.95","2.08%","442.10","3,50,34,174","3,31,827.41","54.47","14.40","461.65","243.50","9.14%","9.90%","79.82%","375.84%","833.09%","15.06","0.54%","24.13%","33.72%","5.80","423.91","405.31","60.96","75.80%","87.50%"
"Bajaj Finserv","https://scanx.trade/company/bajaj-finserv-ltd","1,941.90","-2.58%","1,950.00","15,95,247","3,10,279.35","16.61","30.18","2,195.00","1,733.00","1.26%","-7.67%","0.85%","43.06%","98.68%","4.17","0.05%","15.03%","10.65%","52.25","2,010.39","2,022.77","35.84","76.00%","91.00%"
"JSW Steel","https://scanx.trade/company/jsw-steel-ltd","1,267.30","0.21%","1,253.20","16,08,917","3,09,912.38","39.92","24.63","1,284.70","905.20","3.71%","9.19%","29.98%","86.23%","212.84%","3.74","0.28%","11.25%","7.49%","28.47","1,197.48","1,112.51","61.07","76.00%","90.58%"
"Vedanta","https://scanx.trade/company/vedanta-ltd","723.35","0.69%","695.00","1,32,68,756","2,82,857.92","13.57","-3.03","769.80","363.00","2.54%","39.35%","78.80%","151.73%","238.65%","7.00","6.05%","17.92%","28.36%","13.95","661.38","516.70","60.68","75.86%","86.31%"
"Power Grid Corporation of India","https://scanx.trade/company/power-grid-corporation-of-india-ltd","296.80","-0.62%","290.00","1,56,90,227","2,76,041.92","17.90","33.90","322.00","247.30","16.69%","8.44%","15.82%","80.54%","132.18%","2.81","3.01%","18.53%","12.27%","16.88","275.29","283.11","57.44","76.00%","90.26%"
"Bajaj Auto","https://scanx.trade/company/bajaj-auto-ltd","9,776.00","-1.97%","9,725.50","3,30,330","2,73,002.24","31.36","8.69","10,187.00","7,089.35","2.99%","8.35%","18.75%","168.58%","156.32%","8.15","2.10%","26.61%","24.90%","286.76","9,564.46","8,929.67","51.10","76.00%","91.00%"
"Hindustan Aeronautics","https://scanx.trade/company/hal-hindustan-aeronautics-ltd","3,951.60","0.98%","3,837.00","32,63,290","2,64,273.13","29.42","-5.61","5,165.00","3,046.05","-9.13%","-11.86%","21.86%","207.12%","628.23%","7.05","1.02%","26.15%","17.49%","113.89","4,306.96","4,614.01","37.41","74.66%","87.24%"
"Tata Steel","https://scanx.trade/company/tata-steel-ltd","211.01","-0.62%","205.00","3,05,23,310","2,63,414.91","29.05","24.63","216.45","125.30","9.74%","25.50%","52.15%","98.88%","188.90%","2.84","1.70%","-5.31%","8.15%","1.60","192.03","171.99","61.08","76.00%","88.90%"
"Coal India","https://scanx.trade/company/coal-india-ltd","426.25","-1.02%","417.90","74,98,197","2,62,686.29","8.92","-3.03","461.55","352.40","0.79%","12.75%","17.15%","96.47%","176.16%","2.52","6.15%","44.71%","24.48%","59.34","421.90","395.78","50.65","76.00%","90.30%"
"Hindustan Zinc","https://scanx.trade/company/hindustan-zinc-ltd","617.65","2.29%","606.00","1,09,78,219","2,60,976.83","21.62","-3.03","733.00","378.15","-15.06%","30.15%","50.01%","100.15%","105.78%","18.63","4.80%","51.06%","62.89%","19.26","626.59","505.40","51.63","58.00%","83.07%"
"Indian Oil Corporation","https://scanx.trade/company/indian-oil-corporation-ltd","179.11","-4.46%","181.31","3,14,64,579","2,52,925.50","7.18","9.94","188.96","110.72","12.72%","9.34%","53.85%","133.06%","166.81%","1.34","1.56%","22.94%","9.53%","21.83","167.87","155.01","55.88","76.00%","87.50%"
"Avenue Supermarts DMart","https://scanx.trade/company/dmart-avenue-supermarts-ltd","3,802.50","-1.17%","3,700.00","3,78,340","2,47,441.25","87.36","14.50","4,949.50","3,340.00","3.59%","-5.11%","8.42%","8.91%","30.74%","10.93","-","13.56%","16.93%","40.74","3,801.42","4,131.84","45.58","76.00%","87.50%"
"Nestle","https://scanx.trade/company/nestle-india-ltd","1,279.70","-0.93%","1,261.90","11,61,869","2,46,766.38","76.37","-488.77","1,340.40","1,055.00","-1.81%","1.05%","12.34%","37.43%","57.09%","56.16","1.05%","117.72%","59.30%","33.58","1,296.59","1,228.90","43.94","78.00%","91.00%"
"Adani Enterprises","https://scanx.trade/company/adani-enterprises-ltd","2,124.60","-1.72%","2,093.00","21,34,522","2,45,217.24","17.68","14.50","2,612.78","1,848.00","8.43%","-5.78%","3.81%","83.62%","157.37%","4.62","0.06%","7.45%","10.92%","37.44","2,166.93","2,332.17","45.17","71.37%","80.00%"
"Eternal","https://scanx.trade/company/zomato-ltd","242.87","-1.39%","238.00","7,33,88,956","2,34,378.07","1,026.88","33.88","368.45","194.80","-4.33%","-19.78%","6.04%","353.12%","92.75%","7.70","-","1.72%","2.63%","0.68","278.04","291.45","29.71","72.84%","84.83%"
"Asian Paints","https://scanx.trade/company/asian-paints-ltd","2,307.10","-2.91%","2,300.00","25,28,308","2,21,296.52","58.30","38.34","2,985.70","2,124.75","-12.04%","-19.87%","4.22%","-16.10%","-2.34%","11.64","1.04%","28.61%","23.98%","52.96","2,591.46","2,519.44","29.94","78.00%","91.00%"
"Eicher Motors","https://scanx.trade/company/eicher-motors-ltd","7,826.00","-2.30%","7,800.00","4,94,148","2,14,666.58","41.04","42.58","8,230.00","4,755.00","9.23%","11.82%","58.57%","149.95%","206.16%","9.96","0.87%","22.17%","26.14%","152.70","7,461.10","6,567.34","54.21","78.00%","90.82%"
"Hindalco Industries","https://scanx.trade/company/hindalco-industries-ltd","940.00","1.65%","901.10","55,73,300","2,11,239.29","12.94","117.55","1,029.80","546.45","-2.27%","16.40%","48.75%","128.27%","173.18%","1.54","0.53%","9.57%","12.85%","48.78","926.34","780.34","52.49","76.00%","88.37%"
"Wipro","https://scanx.trade/company/wipro-ltd","198.57","-1.19%","195.00","1,04,86,866","2,08,234.77","15.81","25.51","295.80","199.12","-15.43%","-20.43%","-32.57%","1.74%","-4.17%","2.46","2.98%","14.88%","18.97%","21.37","240.44","248.60","20.11","76.00%","89.68%"
"SBI Life Insurance","https://scanx.trade/company/sbi-life-insurance-ltd","2,032.20","-0.25%","2,028.00","10,09,225","2,03,795.08","82.38","30.18","2,132.00","1,379.85","-0.29%","1.38%","38.27%","79.98%","131.88%","10.74","0.13%","12.70%","0.56%","20.29","2,042.47","1,906.53","47.11","78.00%","91.00%"
"Shriram Finance","https://scanx.trade/company/shriram-transport-finance-company-ltd","1,052.50","-2.49%","1,044.00","67,17,872","1,98,013.36","22.21","30.18","1,108.00","566.50","5.14%","21.30%","73.45%","337.48%","294.61%","3.35","0.92%","14.88%","10.65%","201.17","1,014.26","771.82","52.08","75.03%","87.17%"
"Grasim Industries","https://scanx.trade/company/grasim-industries-ltd","2,777.30","-0.80%","2,729.80","9,00,872","1,89,001.30","20.12","60.60","2,979.00","2,301.65","-2.76%","1.36%","18.69%","77.42%","120.26%","1.91","0.36%","7.14%","5.94%","85.43","2,835.10","2,784.64","40.63","78.00%","91.00%"
"TVS Motors","https://scanx.trade/company/tvs-motors-ltd","3,813.10","-1.46%","3,780.00","10,02,069","1,81,155.47","59.99","42.58","3,970.00","2,192.75","6.87%","8.39%","63.03%","251.37%","518.46%","22.65","0.26%","23.68%","22.61%","36.05","3,746.68","3,343.59","51.04","76.00%","87.50%"
"Interglobe Aviation","https://scanx.trade/company/indigo-interglobe-aviation-ltd","4,520.40","-6.36%","4,500.00","34,65,274","1,74,754.41","58.07","11.31","6,232.50","4,267.55","-5.21%","-23.63%","1.73%","145.93%","169.92%","21.60","0.21%","409.35%","15.53%","202.26","4,904.04","5,479.37","31.62","76.00%","80.00%"
"Divis Laboratories","https://scanx.trade/company/divis-laboratories-ltd","6,403.50","-0.08%","6,271.50","3,00,339","1,69,992.81","68.67","28.49","7,071.50","4,955.00","5.74%","-1.34%","14.03%","124.02%","84.99%","11.05","0.47%","11.79%","18.85%","63.06","6,282.75","6,387.83","57.28","76.00%","87.50%"
"Bank of Baroda","https://scanx.trade/company/bank-of-baroda-ltd","315.20","-2.10%","312.00","98,23,313","1,63,001.34","8.47","10.53","325.50","190.70","4.37%","9.48%","55.13%","98.24%","278.16%","1.01","2.60%","15.25%","5.69%","36.82","299.61","266.75","60.91","76.00%","87.50%"
"Bharat Petroleum","https://scanx.trade/company/bharat-petroleum-ltd","374.80","-2.75%","368.00","1,49,39,455","1,62,607.19","6.80","9.94","391.65","234.01","4.87%","2.77%","53.14%","133.91%","64.65%","1.78","2.55%","35.51%","17.05%","44.92","370.21","344.08","50.21","76.00%","87.50%"
"Jio Financial Services","https://scanx.trade/company/jio-financial-services-ltd","249.00","-2.51%","246.55","1,84,12,891","1,58,193.23","100.93","30.18","338.60","198.65","-2.75%","-18.75%","12.31%","0.04%","0.04%","1.20","0.20%","1.15%","1.49%","2.50","273.31","298.95","30.94","75.00%","87.50%"
"HDFC Life Insurance","https://scanx.trade/company/hdfc-life-insurance-ltd","707.30","-1.12%","704.60","27,41,633","1,52,608.17","81.63","30.18","820.75","600.35","-1.77%","-9.06%","14.38%","44.73%","0.29%","8.77","0.29%","10.73%","0.60%","7.61","733.12","757.59","41.03","78.00%","91.00%"
"Union Bank of India","https://scanx.trade/company/union-bank-of-india-ltd","198.13","-2.05%","195.04","2,22,56,833","1,51,244.63","8.15","10.53","205.49","107.60","13.08%","28.42%","72.09%","198.16%","394.71%","1.23","2.35%","14.05%","6.23%","18.56","174.28","150.67","66.14","73.93%","86.53%"
"Varun Beverages","https://scanx.trade/company/varun-beverages-ltd","445.30","-1.35%","434.95","51,83,683","1,50,599.96","49.83","47.32","568.50","419.55","-5.59%","-4.71%","-0.67%","73.01%","379.38%","7.79","0.11%","29.67%","20.86%","18.65","472.50","473.74","39.15","75.00%","87.50%"
"Pidilite Industries","https://scanx.trade/company/pidilite-industries-ltd","1,465.50","-1.78%","1,430.00","6,99,279","1,49,145.99","65.58","14.83","1,574.95","1,311.10","1.26%","-0.46%","9.48%","28.57%","72.60%","15.89","0.67%","20.28%","26.80%","36.93","1,470.86","1,494.91","46.84","78.00%","87.50%"
"Adani Green Energy","https://scanx.trade/company/adani-green-energy-ltd","903.55","-4.62%","915.00","34,82,707","1,48,830.60","84.13","33.90","1,177.55","758.00","13.07%","-12.37%","11.31%","95.49%","-20.81%","8.00","-","7.22%","8.15%","8.71","953.61","997.09","40.55","68.03%","80.00%"
"Torrent Pharmaceuticals","https://scanx.trade/company/torrent-pharmaceuticals-ltd","4,369.20","0.83%","4,191.00","2,31,767","1,47,873.58","64.61","32.92","4,470.00","2,886.45","9.30%","17.12%","46.27%","195.75%","258.18%","17.37","0.14%","24.16%","28.48%","49.44","4,032.31","3,652.12","67.10","78.00%","87.50%"
"DLF","https://scanx.trade/company/dlf-ltd","590.20","-2.26%","580.00","42,42,819","1,46,093.09","33.77","20.30","886.80","586.65","-3.17%","-18.64%","-8.13%","68.65%","92.06%","3.48","0.99%","4.13%","5.62%","11.50","651.84","743.55","32.36","76.00%","87.50%"
"Punjab National Bank","https://scanx.trade/company/punjab-national-bank-ltd","126.05","-2.62%","125.05","2,29,15,402","1,44,868.55","8.32","10.53","135.15","85.46","2.52%","0.90%","37.07%","162.06%","208.95%","1.06","2.24%","8.25%","5.75%","10.66","124.50","114.84","50.23","76.00%","87.50%"
"Cholamandalam Investment","https://scanx.trade/company/cholamandalam-investment-ltd","1,703.70","-1.57%","1,661.00","9,85,503","1,43,767.32","30.42","30.18","1,831.50","1,358.65","3.90%","-1.21%","18.42%","123.54%","226.19%","5.20","0.11%","17.41%","9.61%","43.53","1,699.96","1,624.58","49.11","75.93%","87.50%"
"Britannia Industries","https://scanx.trade/company/britannia-industries-ltd","5,959.00","-0.72%","5,866.00","1,85,417","1,43,533.42","59.75","-488.77","6,336.00","4,506.00","1.24%","2.27%","24.59%","35.79%","74.66%","38.67","1.25%","53.81%","58.72%","91.68","5,984.10","5,840.94","45.97","78.00%","87.50%"
"Muthoot Finance","https://scanx.trade/company/muthoot-finance-ltd","3,471.90","3.53%","3,354.90","12,68,987","1,39,385.84","15.56","30.18","4,149.50","1,965.00","-10.23%","-7.67%","57.20%","262.13%","166.64%","3.78","0.78%","16.57%","13.76%","111.25","3,746.95","3,130.69","43.59","76.00%","85.98%"
"Canara Bank","https://scanx.trade/company/canara-bank-ltd","153.56","-2.42%","150.30","2,82,09,294","1,39,288.92","7.76","10.53","162.89","78.60","-0.75%","1.19%","83.99%","178.09%","389.82%","1.29","2.54%","15.87%","6.11%","17.21","151.35","128.96","52.91","76.00%","87.50%"
"Trent","https://scanx.trade/company/trent-ltd","3,848.50","-1.31%","3,755.50","8,01,446","1,36,809.35","85.59","14.50","6,261.00","3,645.00","1.41%","-9.79%","-19.91%","198.60%","363.45%","22.72","0.13%","36.01%","29.27%","35.43","4,040.82","4,825.56","38.26","72.77%","85.92%"
"Tata Motors Passenger Vehicles","https://scanx.trade/company/tata-motors-passenger-vehicles-ltd","370.60","-3.15%","358.00","1,18,04,909","1,36,476.39","1.65","49.59","450.40","324.33","8.82%","3.58%","-5.61%","46.48%","86.47%","1.27","1.56%","34.17%","18.34%","102.18","364.44","395.54","47.98","76.00%","89.08%"
"Samvardhana Motherson International","https://scanx.trade/company/motherson-sumi-systems-ltd","128.65","-3.52%","126.20","2,45,41,706","1,35,782.90","38.62","130.27","136.15","71.50","17.31%","10.78%","57.02%","145.98%","50.56%","3.79","0.43%","10.70%","14.07%","4.75","121.29","108.27","53.56","75.72%","87.16%"
"Power Finance Corporation","https://scanx.trade/company/power-finance-corporation-ltd","406.20","-1.84%","400.00","63,88,337","1,34,050.13","4.08","36.52","444.10","329.90","12.32%","11.24%","7.43%","254.08%","300.28%","1.07","3.83%","19.70%","9.24%","62.81","384.66","394.86","51.74","72.83%","86.62%"
"Cummins","https://scanx.trade/company/cummins-india-ltd","4,816.80","-1.66%","4,753.00","4,99,980","1,33,521.70","60.61","56.16","4,987.00","2,580.00","22.62%","8.26%","71.35%","207.13%","501.61%","17.21","1.05%","26.02%","32.98%","66.04","4,346.32","3,954.56","64.97","76.00%","87.50%"
"Tech Mahindra","https://scanx.trade/company/tech-mahindra-ltd","1,345.40","-0.91%","1,335.00","15,64,363","1,31,811.71","28.96","25.51","1,854.00","1,209.40","-22.90%","-10.89%","-15.29%","20.78%","43.74%","4.83","3.31%","8.83%","18.78%","25.74","1,596.61","1,544.69","21.35","76.00%","89.72%"
"Indian Bank","https://scanx.trade/company/indian-bank-ltd","976.65","-1.40%","960.00","14,34,807","1,31,551.24","11.58","10.53","1,000.00","478.00","11.40%","12.79%","87.24%","275.92%","610.29%","1.83","1.64%","13.49%","5.89%","67.86","874.33","752.12","65.41","75.78%","86.99%"
"LTI Mindtree","https://scanx.trade/company/lti-larsen-toubro-infotech-ltd","4,404.40","-1.29%","4,393.90","1,71,388","1,30,585.72","28.02","25.51","6,429.50","3,802.00","-25.86%","-26.90%","-9.72%","-7.76%","22.07%","5.66","1.45%","22.89%","26.33%","154.11","5,688.05","5,491.50","18.40","76.00%","87.50%"
"IRFC","https://scanx.trade/company/indian-railway-finance-corp-ltd","99.34","-4.07%","97.50","2,77,30,177","1,29,822.54","19.32","36.52","148.95","101.73","-13.32%","-15.79%","-17.46%","266.57%","283.55%","2.39","1.55%","13.04%","5.81%","4.93","117.31","125.42","21.74","72.21%","85.63%"
"Polycab","https://scanx.trade/company/polycab-india-ltd","8,548.50","-0.72%","8,400.00","6,53,618","1,28,687.81","48.78","19.17","8,722.00","4,555.00","26.34%","14.30%","82.68%","185.34%","533.13%","12.24","0.41%","21.87%","27.96%","118.40","7,584.01","7,145.94","72.52","74.12%","86.91%"
"ABB","https://scanx.trade/company/abb-ltd","5,983.00","-1.48%","5,840.00","2,75,442","1,26,784.78","77.15","5.06","6,260.00","4,637.50","27.10%","14.17%","16.29%","92.50%","292.28%","16.43","0.65%","21.00%","35.54%","75.95","5,411.95","5,422.18","60.21","75.96%","87.50%"
"Solar Industries","https://scanx.trade/company/solar-industries-ltd","13,989.00","3.59%","13,099.00","3,77,410","1,26,586.54","80.01","14.83","17,820.00","8,482.50","9.58%","4.76%","60.36%","274.43%","943.45%","23.88","0.07%","25.54%","30.18%","102.22","13,036.80","14,226.88","61.81","74.84%","86.56%"
"Jindal Steel","https://scanx.trade/company/jindal-steel-ltd","1,237.80","-0.51%","1,215.00","15,89,722","1,26,266.50","62.99","24.63","1,272.10","770.00","14.54%","18.89%","43.60%","123.73%","258.37%","2.56","0.16%","13.28%","8.16%","54.82","1,115.15","1,028.18","64.82","76.00%","87.50%"
"Ashok Leyland","https://scanx.trade/company/ashok-leyland-ltd","209.01","-0.99%","200.05","1,77,27,577","1,22,769.43","34.61","118.30","215.42","95.93","8.30%","30.84%","85.42%","195.92%","222.40%","9.85","1.48%","22.82%","15.46%","8.52","193.95","148.62","59.48","76.00%","87.50%"
"Ambuja Cements","https://scanx.trade/company/ambuja-cements-ltd","490.75","-1.93%","490.10","28,20,015","1,21,304.74","24.89","229.13","624.95","455.00","-7.80%","-10.56%","4.46%","48.76%","76.59%","2.20","0.40%","9.32%","9.15%","12.66","534.51","560.23","32.07","76.00%","87.50%"
"Godrej Consumer Products","https://scanx.trade/company/godrej-consumer-products-ltd","1,176.00","-3.41%","1,190.00","11,73,402","1,20,333.56","68.40","71.58","1,309.00","979.50","0.18%","2.74%","11.85%","28.67%","71.37%","10.24","2.05%","-4.45%","23.72%","17.15","1,208.61","1,199.70","41.79","76.00%","87.50%"
"Bajaj Holdings & Investments","https://scanx.trade/company/bajaj-holdings-and-investments-ltd","10,695.00","-1.01%","10,400.00","35,739","1,19,028.41","13.41","30.18","14,763.00","10,400.00","0.81%","-4.90%","-11.38%","75.71%","197.57%","1.77","0.86%","11.70%","8.98%","670.52","10,994.10","12,500.51","40.58","68.52%","87.50%"
"Siemens","https://scanx.trade/company/siemens-ltd","3,341.60","-2.25%","3,396.20","5,98,519","1,19,001.23","68.85","5.06","3,440.00","2,269.90","15.47%","0.89%","43.42%","109.93%","252.28%","9.21","0.35%","14.98%","22.43%","68.99","3,108.67","3,164.32","59.42","74.98%","87.33%"
"Indus Towers","https://scanx.trade/company/bharti-infratel-ltd","448.55","-1.41%","439.15","32,35,580","1,18,334.79","16.82","17.68","481.50","312.55","6.15%","10.96%","32.61%","168.59%","77.82%","3.32","-","22.32%","28.12%","24.54","440.56","394.18","45.77","75.51%","87.50%"
"Tata Power","https://scanx.trade/company/tata-power-ltd","368.35","-2.44%","356.00","56,45,823","1,17,700.33","24.08","33.90","416.80","331.85","5.92%","-6.05%","7.30%","84.41%","276.25%","3.20","0.60%","11.17%","9.90%","11.48","371.57","387.76","45.67","76.00%","87.50%"
"Adani Energy Solutions","https://scanx.trade/company/adani-transmission-ltd","972.30","-3.88%","961.00","13,62,542","1,16,800.71","50.96","33.90","1,067.70","639.45","14.51%","-1.22%","46.94%","43.68%","28.26%","5.19","-","8.73%","6.77%","12.54","977.46","911.89","46.63","68.33%","80.00%"
"Hitachi Energy","https://scanx.trade/company/abb-power-products-systems-ltd","25,500.00","-0.24%","24,500.00","1,18,951","1,13,659.53","135.57","5.06","25,799.00","10,400.00","52.61%","16.98%","120.49%","669.64%","1,689.54%","24.89","0.02%","12.04%","13.08%","40.53","19,953.02","19,425.60","76.55","50.00%","79.63%"
"HDFC AMC","https://scanx.trade/company/hdfc-asset-management-company-ltd","2,649.80","-1.81%","2,625.00","8,16,022","1,13,493.18","40.32","30.18","2,967.25","1,783.43","8.74%","-1.13%","43.67%","193.83%","80.33%","14.97","1.66%","27.46%","39.50%","96.87","2,647.89","2,679.73","44.93","76.00%","87.50%"
"CG Power & Industrial Solutions","https://scanx.trade/company/cg-power-and-industrial-solutions-ltd","711.85","-1.84%","688.95","25,79,526","1,12,106.24","102.98","5.06","797.55","517.70","34.15%","4.80%","22.66%","128.96%","1,152.15%","15.30","0.17%","28.86%","31.58%","5.88","645.12","689.18","61.22","74.12%","86.13%"
"Apollo Hospitals","https://scanx.trade/company/apollo-hospitals-ltd","7,791.50","-0.38%","7,621.00","5,33,503","1,12,029.82","60.27","38.38","8,099.50","6,001.00","14.69%","6.40%","25.97%","75.49%","152.88%","12.38","0.16%","12.53%","15.53%","72.05","7,247.13","7,376.69","73.44","75.00%","91.00%"
