Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"Quality Power Electrical Equipments","https://scanx.trade/company/quality-power-electrical-equipments-ltd","867.40","-3.86%","904.95","11,54,555","6,717.50","42.31","4.69","1,082.00","267.80","45.04%","16.37%","122.35%","123.61%","123.61%","14.91","0.11%","-","18.31%","-","757.62","768.49","60.83","0.00%","65.00%"
"Welspun Enterprises","https://scanx.trade/company/welspun-enterprises-ltd","484.90","-1.40%","491.15","1,06,434","6,711.69","20.29","19.99","580.00","400.05","3.81%","-9.25%","15.44%","288.54%","468.13%","2.54","0.60%","28.98%","16.52%","24.30","490.73","507.57","45.81","50.00%","70.00%"
"Kalpataru","https://scanx.trade/company/kalpatarultd","324.70","-2.64%","334.25","35,634","6,686.03","-73.21","19.99","457.40","319.10","-2.57%","-9.26%","-25.00%","-25.00%","-25.00%","1.72","-","-","2.05%","-","341.96","-","40.07","-","-"
"Gujarat Narmada Valley Fert & Chem","https://scanx.trade/company/gnfc-ltd","454.90","-0.51%","458.20","1,04,202","6,684.33","10.79","16.37","573.75","442.45","-2.00%","-6.97%","-7.05%","-17.55%","55.97%","0.78","3.94%","16.08%","8.25%","35.86","473.23","506.80","40.45","69.14%","80.00%"
"WeWork India Management","https://scanx.trade/company/wework-india-management-ltd","496.30","-4.79%","519.90","72,255","6,651.57","151.70","34.23","664.00","500.10","-14.39%","-18.10%","-21.05%","-21.05%","-21.05%","34.64","-","-","11.08%","-","579.95","-","25.38","-","75.00%"
"BlueStone Jewellery & Lifestyle","https://scanx.trade/company/bluestone-jewellerylifestyle-ltd","437.45","1.16%","435.00","4,40,981","6,619.51","-94.78","68.36","793.00","399.80","-4.26%","-21.67%","-19.88%","-19.88%","-19.88%","3.93","-","-","-0.78%","-","456.04","-","50.31","-","60.00%"
"Shilpa Medicare","https://scanx.trade/company/shilpa-medicare-ltd","336.65","-0.91%","338.00","5,58,087","6,584.26","44.39","33.06","1,000.00","259.50","26.09%","-3.25%","7.32%","144.21%","82.66%","2.73","0.15%","-","7.50%","-","310.44","381.13","61.59","-","-"
"Power Mech Projects","https://scanx.trade/company/power-mech-projects-ltd","2,076.90","-1.84%","2,125.00","67,787","6,566.39","17.28","-11.88","3,415.00","1,700.00","4.17%","-12.90%","12.55%","102.90%","662.17%","2.94","0.06%","-","23.18%","-","2,196.22","2,703.73","42.90","50.00%","70.00%"
"Sapphire Foods","https://scanx.trade/company/sapphire-foods-india-ltd","204.29","-1.68%","208.82","4,21,944","6,565.53","-385.74","-1.45","368.00","179.40","10.49%","-19.73%","-33.58%","-14.46%","-15.69%","4.81","-","3.88%","5.22%","5.71","218.92","282.00","41.12","60.00%","75.00%"
"Aarti Pharma Labs","https://scanx.trade/company/aarti-pharma-labs-ltd","723.70","0.56%","718.25","1,33,601","6,560.14","30.45","4.43","971.00","574.45","-5.85%","1.87%","-2.24%","130.33%","151.07%","3.18","0.70%","12.34%","17.23%","24.86","748.55","820.71","47.37","50.00%","75.00%"
"Isgec Heavy Engineering","https://scanx.trade/company/isgec-heavy-engineering-ltd","888.70","-0.72%","894.10","46,948","6,534.57","22.14","-11.88","1,281.30","683.95","20.59%","7.36%","-10.05%","98.33%","55.11%","2.36","0.56%","9.73%","13.99%","35.15","827.89","974.95","58.52","63.61%","-"
"Max Estates","https://scanx.trade/company/max-estates-ltd","402.85","-0.22%","407.85","41,083","6,533.74","195.10","19.99","564.30","341.10","6.17%","-15.70%","-0.09%","42.32%","42.32%","2.68","-","-3.80%","1.94%","-","415.00","461.90","47.77","50.00%","-"
"Ethos","https://scanx.trade/company/ethos-ltd","2,432.70","0.68%","2,400.00","21,492","6,509.34","67.12","14.61","3,245.90","1,931.84","-1.77%","-23.47%","1.32%","153.17%","213.60%","4.50","-","9.55%","12.15%","34.02","2,666.38","2,723.31","37.43","50.00%","70.00%"
"Lloyds Enterprises","https://scanx.trade/company/lloyds-enterprises-ltd","51.07","-4.88%","53.30","68,39,129","6,496.75","18.18","14.61","88.16","34.09","-3.37%","-12.34%","22.97%","3.38%","3.38%","2.06","0.19%","-","5.32%","-","59.54","65.36","35.85","50.00%","60.00%"
"Shreeji Shipping Global","https://scanx.trade/company/shreeji-shipping-global-ltd","398.65","-0.33%","400.60","2,95,410","6,494.74","40.28","34.23","421.95","222.00","24.21%","29.39%","56.27%","56.27%","56.27%","9.12","-","-","51.19%","-","366.73","-","58.82","-","60.00%"
"Redtape","https://scanx.trade/company/redtape-ltd","117.39","-3.87%","121.36","4,18,063","6,489.41","31.69","14.61","167.97","107.53","4.89%","-11.95%","-22.49%","-4.92%","-76.23%","7.85","1.85%","29.82%","25.07%","12.75","123.32","131.25","38.26","50.00%","-"
"Mishra Dhatu Nigam","https://scanx.trade/company/midhani-mishra-dhatu-nigam-ltd","346.25","-1.95%","351.55","1,51,198","6,486.65","60.20","18.50","469.00","226.93","5.02%","5.28%","36.35%","69.69%","81.09%","4.58","0.43%","12.16%","8.36%","4.18","348.92","379.48","45.97","62.42%","80.00%"
"Gujarat Ambuja Exports","https://scanx.trade/company/gujarat-ambuja-exports-ltd","140.94","-2.48%","144.24","4,50,790","6,464.50","32.92","34.23","149.11","98.72","3.69%","29.97%","35.77%","21.73%","125.76%","2.14","0.17%","12.47%","11.43%","7.67","135.78","116.51","53.99","50.00%","70.00%"
"India Glycols","https://scanx.trade/company/india-glycols-ltd","962.00","3.98%","925.15","1,89,937","6,447.97","22.94","29.35","1,222.00","503.53","18.39%","-13.05%","76.12%","202.87%","285.45%","2.16","0.50%","8.43%","11.85%","58.86","947.98","947.22","56.18","63.71%","80.00%"
"Saregama India","https://scanx.trade/company/saregama-india-ltd","333.00","0.99%","329.75","3,35,149","6,420.56","33.16","26.73","603.00","317.10","-0.22%","-12.46%","-30.70%","9.57%","213.80%","4.10","1.37%","13.42%","16.81%","9.90","344.27","441.55","45.08","65.34%","80.00%"
"Mrs. Bectors Food","https://scanx.trade/company/mrs-bectors-food-specialities-ltd","208.62","-1.58%","212.89","8,25,290","6,404.44","46.64","47.30","330.80","208.67","-5.98%","-18.82%","-22.79%","98.67%","160.68%","5.36","0.57%","16.55%","15.79%","23.96","225.94","263.55","36.80","50.00%","75.00%"
"Borosil Renewables","https://scanx.trade/company/borosil-renewables-ltd","455.90","-2.01%","457.10","2,59,012","6,391.21","-91.56","21.32","721.00","441.45","-9.59%","-24.13%","-13.00%","0.50%","61.44%","5.16","-","-","-3.59%","-","508.88","564.65","34.67","50.00%","70.00%"
"Garware Technical Fibres","https://scanx.trade/company/garware-technical-fibres-ltd","642.40","0.52%","639.10","55,792","6,376.84","29.89","-29.04","985.55","588.15","4.78%","-8.71%","-16.64%","8.13%","24.24%","4.89","0.23%","16.94%","25.16%","106.83","667.90","775.89","42.15","50.00%","-"
"Shakti Pumps","https://scanx.trade/company/shakti-pumps-ltd","515.40","-2.16%","528.00","7,03,662","6,359.93","19.74","47.83","1,049.00","518.50","-19.34%","-25.34%","-38.36%","631.27%","485.02%","4.00","0.18%","-","48.39%","-","653.91","789.24","27.57","50.00%","70.00%"
"Prism Johnson","https://scanx.trade/company/prism-johnson-ltd","125.77","-0.30%","125.05","1,31,308","6,330.72","38.01","228.35","176.00","105.30","4.63%","-9.54%","5.34%","19.72%","20.76%","4.35","-","9.85%","5.72%","-","128.39","143.63","51.12","65.48%","-"
"Inox Green Energy Services","https://scanx.trade/company/inox-green-energy-services-ltd","169.12","-1.21%","172.04","9,42,513","6,314.48","84.31","34.23","279.00","104.00","6.60%","-22.99%","38.40%","303.63%","186.16%","2.90","-","-","2.44%","-","184.10","188.57","41.58","-","-"
"Cera Sanitaryware","https://scanx.trade/company/cera-sanitaryware-ltd","4,886.40","-1.17%","4,912.30","10,399","6,302.25","25.68","111.70","7,275.00","4,796.50","-1.06%","-11.99%","-9.40%","-20.00%","26.60%","4.71","1.32%","17.76%","21.33%","177.56","5,121.27","5,986.38","36.30","68.67%","80.00%"
"Vikram Solar","https://scanx.trade/company/vikram-solar-ltd","173.89","4.92%","166.60","84,95,096","6,300.56","13.36","4.69","407.95","163.08","-11.33%","-35.50%","-51.21%","-51.21%","-51.21%","2.04","-","-","25.93%","-","218.85","-","32.26","-","70.00%"
"Jai Balaji Industries","https://scanx.trade/company/jai-balaji-industries-ltd","68.92","-4.28%","71.21","2,19,38,067","6,287.27","22.43","24.85","156.81","59.90","5.33%","0.55%","-47.22%","561.42%","1,119.82%","2.96","-","-","36.05%","-","68.56","91.75","50.91","50.00%","60.00%"
"Thyrocare Technologies","https://scanx.trade/company/thyrocare-technologies-ltd","393.65","-1.34%","396.75","22,28,429","6,265.40","46.76","37.79","536.66","219.33","-10.58%","-21.04%","62.86%","154.41%","30.05%","11.88","1.75%","13.17%","26.01%","14.66","432.56","413.87","39.10","11.00%","75.00%"
"RateGain Travel","https://scanx.trade/company/rategain-travel-ltd","529.35","3.26%","517.00","4,38,961","6,251.73","33.77","49.35","741.60","412.85","-13.93%","-26.72%","5.27%","53.15%","55.67%","3.33","-","9.64%","15.98%","14.07","619.85","577.41","37.53","50.00%","65.00%"
"MOIL","https://scanx.trade/company/moil-manganese-ore-ltd","306.95","-0.44%","307.85","3,54,774","6,245.98","21.58","-2.79","405.60","274.05","-7.73%","-6.36%","1.15%","104.16%","104.02%","2.32","1.83%","8.98%","12.24%","17.65","335.31","352.99","41.25","64.67%","80.00%"
"Aditya Vision","https://scanx.trade/company/aditya-vision-ltd","483.45","-1.40%","488.00","1,51,299","6,243.18","56.92","14.61","598.70","327.60","0.35%","-10.38%","16.92%","9.07%","9.07%","9.91","0.22%","-","22.86%","-","492.65","476.33","43.15","50.00%","70.00%"
"LG Balakrishnan & Bros","https://scanx.trade/company/lg-balakrishnan-brothers-ltd","1,947.90","1.02%","1,920.00","56,232","6,212.32","18.51","28.14","2,048.00","1,081.00","12.60%","3.64%","58.33%","198.53%","539.28%","3.09","1.03%","16.52%","20.12%","85.60","1,831.25","1,529.54","57.37","50.00%","70.00%"
"KRN Heat Exchanger and Refrigeration","https://scanx.trade/company/krn-heat-exchanger-and-refrigeration-ltd","998.05","0.09%","988.80","21,63,150","6,203.54","91.16","-5.98","1,031.80","589.80","66.87%","20.35%","9.19%","108.45%","108.45%","11.73","-","-","15.51%","-","733.99","804.17","81.93","50.00%","75.00%"
"Kwality Walls","https://scanx.trade/company/kwality-walls-ltd","26.12","0.69%","26.39","2,03,56,562","6,137.13","-1,296.00","-484.15","31.29","25.23","-11.22%","-11.22%","-11.22%","-11.22%","-11.22%","26.14","-","-","-81.34%","-","-","-","-","-","-"
"Valor Estate","https://scanx.trade/company/db-realty-ltd","113.78","1.84%","112.40","19,22,045","6,135.07","71.73","19.99","252.67","95.50","10.84%","-16.04%","10.59%","127.61%","304.19%","1.47","-","-","-1.46%","-","114.75","154.74","46.55","-","-"
"JK Paper","https://scanx.trade/company/jk-paper-ltd","361.95","1.39%","359.85","4,71,869","6,131.52","22.58","18.92","444.80","275.75","13.80%","-1.28%","26.98%","-7.58%","149.45%","1.11","1.40%","21.74%","8.79%","56.25","342.99","368.86","63.25","66.85%","80.00%"
"Wakefit Innovations","https://scanx.trade/company/wakefit-innovations-ltd","186.83","-3.80%","195.00","74,925","6,106.14","154.13","39.62","224.00","164.06","2.51%","-2.84%","-2.84%","-2.84%","-2.84%","6.31","-","-","-0.74%","-","187.15","-","43.77","-","70.00%"
"Greenlam Industries","https://scanx.trade/company/greenlam-industries-ltd","239.01","-0.78%","242.00","13,313","6,098.29","366.14","34.23","297.70","197.42","-4.40%","-2.56%","3.42%","53.80%","156.28%","5.42","0.17%","12.82%","8.69%","9.84","246.91","246.70","42.74","50.00%","-"
"Tanla Platforms","https://scanx.trade/company/tanla-platforms-ltd","455.00","-2.99%","465.00","3,73,011","6,034.09","12.64","49.35","766.00","409.35","-5.41%","-20.32%","-1.07%","-30.56%","-49.25%","2.75","2.60%","28.24%","27.29%","41.21","494.03","597.93","42.39","64.36%","80.00%"
"Axiscades Engineering Technologies","https://scanx.trade/company/axiscades-engineering-technologies-ltd","1,413.40","-3.91%","1,455.00","96,594","6,009.41","60.63","49.35","1,779.20","663.00","22.65%","-1.06%","100.34%","364.48%","2,841.52%","9.03","-","-","14.32%","-","1,313.82","1,357.87","55.25","-","-"
"Suprajit Engineering","https://scanx.trade/company/suprajit-engineering-ltd","436.55","-0.66%","439.00","1,13,740","5,988.21","43.40","130.59","517.65","350.00","5.19%","-5.09%","11.56%","23.72%","52.88%","4.42","0.68%","12.42%","15.97%","12.08","447.98","452.04","50.24","50.00%","-"
"Ujaas Energy","https://scanx.trade/company/ujaas-energy-ltd","179.30","-2.03%","183.01","16,144","5,977.82","814.57","35.41","220.00","72.27","52.36%","42.85%","98.80%","48,359.46%","38,878.26%","28.38","-","-","10.83%","-","144.53","87.08","55.51","-","-"
"DCB Bank","https://scanx.trade/company/dcb-bank-ltd","185.56","-1.23%","187.00","23,79,564","5,969.69","8.61","9.69","203.70","101.41","1.45%","-0.14%","73.65%","63.13%","59.42%","1.05","0.70%","10.57%","6.76%","17.25","185.50","155.11","45.23","69.95%","75.00%"
"Kingfa Science & Technology","https://scanx.trade/company/kingfa-science-technology-ltd","4,404.10","0.60%","4,367.00","5,611","5,968.16","35.13","27.44","4,880.00","2,550.00","12.52%","5.07%","54.63%","219.01%","688.42%","4.56","-","-","29.00%","-","4,268.22","4,005.69","55.27","-","-"
"Nephrocare Health Services","https://scanx.trade/company/nephrocare-health-services-ltd","593.80","-2.09%","614.30","1,24,914","5,958.23","85.34","37.79","614.00","446.00","16.76%","26.01%","26.01%","26.01%","26.01%","5.61","-","-","15.19%","-","516.26","-","63.76","-","70.00%"
"Sheela Foam","https://scanx.trade/company/sheela-foam-ltd","547.50","-1.04%","551.50","94,204","5,951.92","65.89","34.23","779.00","497.95","5.79%","-10.66%","-24.11%","-54.14%","-46.01%","1.95","-","6.53%","5.76%","12.09","566.00","644.87","42.17","71.53%","80.00%"
"MAS Financial Services","https://scanx.trade/company/mas-financial-services-ltd","324.35","-4.29%","335.00","1,25,560","5,885.44","17.36","30.80","352.80","220.06","7.44%","5.48%","35.40%","17.39%","11.07%","2.19","0.50%","13.32%","10.22%","14.65","321.99","310.77","46.80","50.00%","-"
"Jamna Auto Industries","https://scanx.trade/company/jamna-auto-industries-ltd","147.43","-0.55%","149.00","53,30,018","5,882.16","30.55","130.59","152.60","68.57","26.63%","34.55%","96.02%","44.33%","112.28%","5.72","1.41%","21.47%","25.24%","5.15","130.44","107.16","63.69","50.00%","65.00%"
"Arvind Fashions","https://scanx.trade/company/arvind-fashions-ltd","440.20","0.86%","437.05","3,47,039","5,880.66","130.27","14.61","579.00","320.20","0.79%","-15.93%","14.12%","59.96%","179.67%","5.87","0.37%","8.94%","19.89%","5.70","476.92","496.99","36.30","50.00%","70.00%"
"Sunteck Realty","https://scanx.trade/company/sunteck-realty-ltd","401.10","-3.57%","412.95","59,472","5,875.68","32.11","19.99","478.75","347.00","8.49%","-6.32%","6.24%","29.49%","15.34%","1.83","0.36%","0.05%","6.51%","4.84","406.13","419.82","47.19","50.00%","65.00%"
"Praj Industries","https://scanx.trade/company/praj-industries-ltd","317.95","2.53%","312.85","1,16,08,516","5,844.34","109.63","-5.98","588.45","273.00","12.13%","-2.23%","-37.67%","-9.05%","93.75%","4.38","1.93%","22.23%","20.40%","15.60","310.47","386.76","53.84","66.27%","80.00%"
"Hindustan Foods","https://scanx.trade/company/hindustan-foods-ltd","487.20","0.01%","489.70","21,048","5,821.15","43.50","24.90","608.00","421.50","8.33%","-9.96%","-6.79%","-14.50%","13.09%","5.59","-","18.97%","14.09%","8.46","494.57","527.13","47.16","50.00%","-"
"SG Mart","https://scanx.trade/company/kintech-renewables-ltd","461.70","3.32%","446.00","8,33,541","5,817.42","54.75","14.61","448.00","313.10","32.18%","31.37%","28.93%","28.93%","28.93%","3.68","-","-","14.60%","-","379.78","-","73.36","-","-"
"FDC","https://scanx.trade/company/fdc-fairdeal-corporation-ltd","356.65","-1.80%","364.90","51,646","5,806.62","27.42","4.43","527.80","355.35","-3.50%","-14.84%","-8.60%","32.46%","28.45%","2.44","1.37%","9.78%","15.38%","19.31","389.03","439.12","35.19","70.00%","-"
"AvenuesAI","https://scanx.trade/company/infibeam-avenues-ltd","16.58","-1.37%","16.82","1,34,84,470","5,764.94","22.44","49.35","21.13","13.63","4.67%","-15.62%","-0.30%","6.08%","-24.15%","1.40","-","-","7.55%","-","16.81","17.30","41.51","50.00%","65.00%"
"Fujiyama Power Systems","https://scanx.trade/company/fujiyama-power-systems-ltd","187.87","-1.27%","192.00","1,21,029","5,756.54","-","4.69","230.99","189.15","-8.77%","-10.97%","-9.87%","-9.87%","-9.87%","-","-","-","17.62%","-","209.26","-","34.31","-","70.00%"
"Mahindra Holidays","https://scanx.trade/company/mahindra-holidays-ltd","284.20","0.98%","281.45","54,865","5,741.96","57.81","-1.45","382.00","259.00","-1.83%","-11.85%","-5.01%","4.01%","88.55%","-17.54","-","21.76%","3.91%","6.00","298.83","332.64","40.56","50.00%","-"
"Fiem Industries","https://scanx.trade/company/fiem-industries-ltd","2,176.50","-1.54%","2,211.00","49,708","5,728.47","23.89","130.59","2,555.30","1,255.10","1.44%","-4.65%","53.84%","171.85%","708.96%","5.38","1.36%","18.70%","25.50%","68.05","2,265.16","2,065.77","43.49","50.00%","65.00%"
"Precision Wires India","https://scanx.trade/company/precision-wires-india-ltd","312.25","1.72%","305.98","17,67,833","5,708.18","43.17","-2.79","312.20","118.00","45.35%","23.64%","131.42%","371.68%","1,245.33%","7.98","0.37%","8.75%","18.81%","4.40","252.45","211.77","67.55","50.00%","70.00%"
"CE Info Systems","https://scanx.trade/company/ce-info-systems-ltd","1,034.10","-1.35%","1,049.00","1,09,929","5,658.77","43.42","49.35","2,166.70","1,041.60","-20.79%","-37.87%","-40.00%","-11.15%","-25.80%","6.89","0.33%","20.37%","25.90%","25.44","1,404.25","1,675.11","18.96","60.00%","65.00%"
"Lumax Industries","https://scanx.trade/company/lumax-industries-ltd","6,045.90","-0.51%","6,059.50","21,238","5,651.55","34.97","130.59","6,934.50","2,100.05","30.54%","10.33%","156.75%","264.56%","306.53%","6.96","0.58%","17.66%","20.40%","130.57","5,509.49","4,512.52","55.48","50.00%","70.00%"
"SJS Enterprises","https://scanx.trade/company/sjs-enterprises-ltd","1,759.70","-3.29%","1,805.80","1,15,971","5,622.14","37.01","27.44","1,930.00","808.15","11.98%","4.03%","106.03%","319.58%","244.90%","7.69","0.14%","15.20%","21.63%","30.49","1,742.94","1,479.54","47.00","50.00%","65.00%"
"Ganesh Housing","https://scanx.trade/company/ganesh-housing-corporation-ltd","671.70","-0.16%","674.35","24,158","5,601.11","13.41","19.99","1,192.75","659.00","-6.74%","-16.39%","-39.88%","104.88%","1,098.39%","2.54","0.74%","29.72%","38.68%","49.55","746.82","859.14","33.41","50.00%","-"
"Sky Gold And Diamonds","https://scanx.trade/company/sky-gold-ltd","361.35","0.35%","360.15","4,07,960","5,596.01","24.33","68.36","400.95","246.05","19.85%","7.03%","7.91%","949.83%","60.67%","5.38","-","-","30.25%","-","335.28","326.66","56.79","50.00%","-"
"Lloyds Engineering Works","https://scanx.trade/company/lloyds-steel-industries-ltd","47.80","-2.61%","49.03","16,22,212","5,570.18","33.68","-5.98","84.27","41.13","10.85%","-11.79%","-5.89%","169.45%","4,879.17%","4.91","0.51%","19.42%","21.13%","0.77","51.23","59.54","41.20","36.00%","65.00%"
"Ajax Engineering","https://scanx.trade/company/ajax-engineeringltd","485.00","-0.80%","488.90","42,405","5,548.73","25.15","-5.98","756.20","465.00","-0.36%","-23.27%","-19.29%","-18.54%","-18.54%","4.44","-","-","29.95%","-","537.78","621.33","39.37","65.00%","-"
"Balu Forge Industries","https://scanx.trade/company/balu-forge-industries-ltd","485.65","-0.77%","504.70","29,04,238","5,536.02","22.56","25.99","784.00","341.05","28.04%","-22.41%","-0.55%","76.28%","76.28%","4.18","0.03%","-","24.75%","-","493.38","607.91","52.22","-","60.00%"
"Piccadily Agro Industries","https://scanx.trade/company/piccadily-agro-industries-ltd","560.75","-2.95%","582.95","6,22,454","5,487.54","42.86","29.35","805.50","533.15","-6.95%","-8.01%","-7.08%","-7.08%","-7.08%","7.07","-","-","20.09%","-","583.49","-","41.78","-","-"
"Happiest Minds Technologies","https://scanx.trade/company/happiest-minds-technologies-ltd","359.80","-0.72%","362.55","4,42,439","5,478.85","29.74","49.35","724.10","358.00","-11.41%","-28.13%","-48.61%","-58.22%","-32.36%","3.39","1.63%","16.78%","16.50%","15.18","419.80","529.35","30.55","70.37%","80.00%"
"Gulf Oil Lubricants","https://scanx.trade/company/gulf-oil-lubricants-india-ltd","1,104.30","1.02%","1,093.10","28,550","5,446.37","15.52","16.37","1,331.90","911.00","4.83%","-7.03%","-2.50%","158.44%","51.26%","3.28","4.38%","19.71%","32.30%","66.26","1,136.72","1,196.39","47.23","50.00%","70.00%"
"Symphony","https://scanx.trade/company/symphony-ltd","792.75","-5.18%","840.00","10,08,427","5,443.93","35.89","55.56","1,347.90","805.00","-6.74%","-8.69%","-28.65%","-29.58%","-29.32%","7.34","1.55%","19.78%","36.63%","30.74","882.69","977.72","30.98","68.06%","80.00%"
"Rallis","https://scanx.trade/company/rallis-india-ltd","276.25","0.33%","274.35","3,43,617","5,372.20","31.33","20.23","385.90","196.00","2.89%","5.10%","26.80%","36.89%","8.06%","3.15","0.98%","9.68%","12.75%","8.12","269.18","300.90","51.47","65.70%","80.00%"
"Raymond Lifestyle","https://scanx.trade/company/raymond-lifestyle-ltd","880.60","-2.00%","892.70","40,057","5,364.93","102.66","-29.04","1,411.90","865.30","-3.32%","-23.21%","-23.02%","-69.31%","-69.31%","0.57","-","-","2.46%","-","972.64","1,108.79","35.03","60.00%","70.00%"
"Sharda Motor","https://scanx.trade/company/sharda-motor-ltd","932.00","-2.14%","950.00","32,707","5,350.40","16.12","130.59","1,248.00","625.00","10.95%","1.46%","14.77%","199.70%","312.13%","4.79","1.70%","27.49%","37.78%","108.03","914.17","993.12","50.74","50.00%","-"
"Ion Exchange","https://scanx.trade/company/ion-exchange-india-ltd","364.10","-1.19%","370.00","83,010","5,340.13","29.79","-11.88","580.75","322.10","4.16%","4.46%","-26.56%","8.80%","94.75%","4.20","0.41%","23.33%","19.68%","14.16","369.67","430.75","43.28","50.00%","70.00%"
"ICRA","https://scanx.trade/company/icra-ltd","5,531.00","-1.62%","5,580.00","4,350","5,338.10","29.07","34.23","7,130.00","5,015.10","-7.38%","-10.41%","3.44%","24.65%","105.29%","4.97","1.07%","15.52%","21.38%","151.59","6,016.53","6,314.53","27.15","71.44%","-"
"PNC Infratech","https://scanx.trade/company/pnc-infratech-ltd","206.79","-2.31%","212.99","4,57,158","5,304.97","6.79","19.99","331.80","205.45","-4.40%","-17.94%","-24.31%","-29.65%","-23.17%","0.82","0.28%","15.37%","13.02%","50.83","231.39","276.69","34.41","60.00%","70.00%"
"Supriya Lifescience","https://scanx.trade/company/supriya-lifescience-ltd","655.00","-1.15%","660.00","70,873","5,271.62","28.80","4.43","842.00","556.15","-8.53%","-14.66%","4.52%","226.36%","67.58%","4.93","0.15%","12.85%","24.28%","16.80","709.13","710.10","38.02","50.00%","65.00%"
"Indo Count Industries","https://scanx.trade/company/indo-count-industries-ltd","265.67","-2.16%","273.99","1,61,296","5,261.71","47.33","177.72","351.35","213.55","18.34%","-14.97%","-5.08%","101.04%","105.79%","2.33","0.74%","16.18%","15.51%","17.27","271.21","279.78","43.07","50.00%","-"
"Keystone Realtors","https://scanx.trade/company/keystone-realtors-ltd","416.75","1.35%","417.35","8,02,688","5,260.32","52.91","19.99","697.00","410.00","-12.48%","-23.07%","-17.96%","-11.33%","-25.16%","1.86","0.36%","4.71%","9.32%","7.23","491.99","560.35","32.56","50.00%","-"
"Senco Gold","https://scanx.trade/company/senco-gold-ltd","317.25","0.38%","316.10","14,48,590","5,193.96","10.78","68.36","405.70","227.40","3.73%","1.86%","4.36%","56.55%","56.55%","2.46","0.32%","16.76%","15.84%","26.35","326.54","340.56","43.00","50.00%","50.00%"
"Ahluwalia Contracts","https://scanx.trade/company/ahluwalia-contracts-ltd","772.70","1.62%","759.85","1,00,203","5,176.13","19.04","19.99","1,125.00","626.25","-7.01%","-23.32%","18.99%","61.75%","163.59%","2.64","0.08%","15.79%","14.48%","32.00","886.75","943.96","35.11","50.00%","-"
"E2E Networks","https://scanx.trade/company/e2e-networks-ltd","2,571.80","-1.15%","2,527.00","53,217","5,175.41","-623.88","49.35","3,894.70","1,710.05","26.66%","9.64%","35.86%","1,723.97%","5,615.11%","3.33","-","-","4.56%","-","2,275.30","2,575.98","52.92","-","-"
"Shree Renuka Sugars","https://scanx.trade/company/shree-renuka-sugars-ltd","24.31","1.42%","24.25","71,73,292","5,174.36","-8.81","13.41","35.85","22.85","5.47%","-10.72%","-15.09%","-45.31%","133.75%","-1.57","-","22.33%","25.50%","-","24.89","29.05","49.24","60.00%","65.00%"
"Technocraft Industries","https://scanx.trade/company/technocraft-industries-ltd","2,278.80","0.57%","2,265.80","3,547","5,166.68","18.20","18.50","3,383.00","1,868.50","14.25%","-7.44%","-9.47%","113.99%","467.85%","2.72","0.88%","19.03%","19.55%","115.99","2,213.59","2,569.96","49.51","50.00%","-"
"Subros","https://scanx.trade/company/subros-ltd","792.00","-1.17%","805.90","25,361","5,166.67","32.22","130.59","1,213.70","518.00","6.29%","-6.87%","33.15%","175.81%","136.52%","4.52","0.32%","5.53%","18.52%","18.25","822.69","891.09","45.14","0.00%","60.00%"
"Bajaj Consumer Care","https://scanx.trade/company/bajaj-consumer-care-ltd","395.10","-1.92%","400.00","4,38,651","5,160.73","33.40","71.16","408.70","151.00","29.20%","48.09%","147.53%","135.18%","62.73%","8.16","-","18.71%","20.30%","10.25","319.10","254.25","65.69","50.00%","75.00%"
"Paras Defence Space Tech","https://scanx.trade/company/paras-defence-space-technolo-ltd","637.80","0.12%","639.50","2,86,918","5,139.86","71.94","-5.98","972.50","404.70","2.38%","-11.24%","42.91%","172.30%","159.03%","8.15","0.08%","-","13.65%","-","660.60","716.34","45.17","0.00%","75.00%"
"Network18 Media & Investments","https://scanx.trade/company/network-18-media-ltd","33.33","-0.18%","33.90","45,88,402","5,139.49","33.14","26.73","65.29","33.20","-8.56%","-26.16%","-23.43%","-43.03%","-11.12%","1.05","-","-0.34%","-25.64%","-","39.25","48.96","29.27","60.00%","70.00%"
"Pilani Investment & Industries","https://scanx.trade/company/pilani-investment-industries-corporation-ltd","4,596.00","-1.20%","4,651.60","1,745","5,088.81","4,226.50","30.80","5,980.00","3,279.55","0.43%","-10.60%","19.71%","159.10%","142.49%","0.30","0.32%","-","1.62%","-","4,810.00","5,101.97","45.95","-","-"
"VIP Industries","https://scanx.trade/company/vip-industries-ltd","357.55","-0.60%","360.55","1,72,773","5,079.05","-21.63","16.35","492.30","248.35","2.51%","-3.74%","13.33%","-45.06%","-10.77%","11.03","-","8.01%","-1.98%","0.04","372.85","400.66","42.52","65.79%","80.00%"
"TVS Supply Chain Solutions","https://scanx.trade/company/tvs-supply-chain-solutions-ltd","114.97","0.61%","114.00","2,86,334","5,072.25","53.13","34.23","147.00","92.16","22.36%","6.09%","-16.66%","-42.80%","-42.80%","2.58","-","-","6.56%","-","108.83","122.30","52.32","-","-"
